,logg,Teff,Z,aLSM,bLSM
404,4.0,4500,-3.0,0.33129321067367395,0.33682603498104075
405,4.5,4500,-3.0,0.24600137921629187,0.3822718731792184
406,5.0,4500,-3.0,0.19360634004868404,0.4080796177946489
407,3.5,4750,-3.0,0.4680802157306073,0.2539323999423495
408,4.0,4750,-3.0,0.3937490228282367,0.297851720719948
409,4.5,4750,-3.0,0.30449029434280217,0.3431940545744737
410,5.0,4750,-3.0,0.2308654011087531,0.37992591380954355
411,3.5,5000,-3.0,0.47990004937230435,0.24916216088634044
412,4.0,5000,-3.0,0.42737632784620927,0.2882175009267266
413,4.5,5000,-3.0,0.3695456445590709,0.31644963629502504
414,5.0,5000,-3.0,0.30271085411671417,0.3502949157100893
415,3.5,5250,-3.0,0.4760507749574323,0.25805514583110367
416,4.0,5250,-3.0,0.4326052008184029,0.2889976545335838
417,4.5,5250,-3.0,0.3888427693341892,0.31200225296956474
418,5.0,5250,-3.0,0.33529029363039764,0.3389960812924612
419,3.5,5500,-3.0,0.47881802635970677,0.25751796032618773
420,4.0,5500,-3.0,0.43994096931279214,0.2881528105374631
421,4.5,5500,-3.0,0.4028896685998234,0.3105651150118983
422,5.0,5500,-3.0,0.3625409010162962,0.3294682134316179
423,3.5,5750,-3.0,0.4809255795305227,0.2554194013942272
424,4.0,5750,-3.0,0.4437655957571862,0.2866176848074252
425,4.5,5750,-3.0,0.40930754943049164,0.3088810506020735
426,5.0,5750,-3.0,0.3729911014983667,0.32761530543146844
427,3.5,6000,-3.0,0.4807773191347163,0.25181912543502527
428,4.0,6000,-3.0,0.4448834420123338,0.2839746365896209
429,4.5,6000,-3.0,0.4139984154839729,0.3070763184047756
430,5.0,6000,-3.0,0.38219397945645966,0.3257497913423604
431,3.5,6250,-3.0,0.47937975516284587,0.24972115819176446
432,4.0,6250,-3.0,0.44467748355599357,0.2815217571598158
433,4.5,6250,-3.0,0.4156020507476197,0.3053918539411471
434,5.0,6250,-3.0,0.38642379755906964,0.3235926421148683
